File_DB,Language,Corpus,Code,Age(Month),Sex,Group,Race,SES,Role,Education,Custom_field,Design,Activity,Group...7,Total_Utts,MLU_Utts,MLU_Words,MLU_Morphemes,MLU50_Utts,MLU50_Words,MLU50_Morphemes,FREQ_types,FREQ_tokens,NDW_100,VOCD_D_optimum_average,Verbs_Utt,Word_Errors,Utt_Errors,retracing,repetition,DSS_Utts,DSS,IPSyn_Utts,IPSyn_Total,mor_Words,*-PRESP,in,on,*-PL,*-POSS,u-cop,det:art,*-PAST,*-3S,irr-3S,u-aux,c-cop,c-aux,Total_non_zero_mors,participants,Stat
NA,spa,SALT Narrative retell-- OFTM,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,16.06,15.8,0.73,0.73,NA,NA,NA,25.5,121.53,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,SD
NA,spa,SALT Narrative retell-- OFTM,NA,9;0 to 9;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,50.79,47.79,7.28,7.48,NA,NA,NA,103.45,347.59,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,Mean
NA,spa,SALT Narrative retell-- OFTM,NA,9;0 to 9;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,26,24,4.98,5.29,NA,NA,NA,70,159,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,Min
NA,spa,SALT Narrative retell-- OFTM,NA,9;0 to 9;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,84,77,8.91,9,NA,NA,NA,140,571,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,Max
NA,spa,SALT Narrative retell-- OFTM,NA,9;0 to 9;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,12.62,11.65,0.91,0.89,NA,NA,NA,18.27,91.81,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,SD
NA,spa,SALT Narrative retell-- OFTM,NA,9;6 to 10;7,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,51.92,49.5,6.92,7.09,NA,NA,NA,104.58,346.33,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Mean
NA,spa,SALT Narrative retell-- OFTM,NA,9;6 to 10;7,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,26,24,5.88,5.94,NA,NA,NA,70,159,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Min
NA,spa,SALT Narrative retell-- OFTM,NA,9;6 to 10;7,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,84,77,8.31,8.56,NA,NA,NA,139,640,NA,NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Max
NA,spa,SALT Narrative retell-- OFTM,NA,9;6 to 10;7,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,17.27,15.92,0.75,0.79,NA,NA,NA,23.58,133.93,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,SD
NA,spa,SALT Narrative retell-- FOHO,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,46.26,42.6,6.47,6.54,NA,NA,NA,95.66,276.17,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Mean
NA,spa,SALT Narrative retell-- FOHO,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,20,18,4.54,4.83,NA,NA,NA,48,105,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Min
NA,spa,SALT Narrative retell-- FOHO,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,71,68,7.87,7.95,NA,NA,NA,147,430,NA,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,Max
NA,spa,SALT Narrative retell-- FOHO,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,11.1,10.16,0.85,0.84,NA,NA,NA,19.57,72.1,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,SD
NA,spa,SALT Narrative retell-- FOHO,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,48.41,45.57,6.65,6.73,NA,NA,NA,102.05,302.05,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,Mean
NA,spa,SALT Narrative retell-- FOHO,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,32,28,5.38,5.38,NA,NA,NA,73,185,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,Min
NA,spa,SALT Narrative retell-- FOHO,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,85,82,8.07,8.25,NA,NA,NA,165,533,NA,NA,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,Max
NA,spa,SALT Narrative retell-- FOHO,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,11.45,11.06,0.63,0.65,NA,NA,NA,18.36,73.53,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,SD
NA,spa,SALT Narrative retell-- FOHO,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,47.59,45.24,7,7.1,NA,NA,NA,106.26,315.88,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Mean
NA,spa,SALT Narrative retell-- FOHO,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,32,28,5.54,5.61,NA,NA,NA,69,170,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Min
NA,spa,SALT Narrative retell-- FOHO,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,70,67,8.46,8.59,NA,NA,NA,141,441,NA,NA,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Max
NA,spa,SALT Narrative retell-- FOHO,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,8.63,8.95,0.82,0.83,NA,NA,NA,16.55,68.05,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,SD
NA,spa,SALT Narrative retell-- FOHO,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,51.05,49.24,7.23,7.32,NA,NA,NA,115.84,356.39,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,Mean
NA,spa,SALT Narrative retell-- FOHO,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,34,34,5.49,5.54,NA,NA,NA,81,225,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,Min
NA,spa,SALT Narrative retell-- FOHO,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,71,70,9,9.1,NA,NA,NA,163,528,NA,NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,Max
NA,spa,SALT Narrative retell-- FOHO,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,8.54,8.54,0.82,0.83,NA,NA,NA,17.34,76,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,SD
NA,spa,SALT Narrative retell-- FOHO,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,52,49.81,7,7.09,NA,NA,NA,115.16,350.58,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,Mean
NA,spa,SALT Narrative retell-- FOHO,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,32,30,5.5,5.59,NA,NA,NA,77,191,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,Min
NA,spa,SALT Narrative retell-- FOHO,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,70,67,8.89,9.02,NA,NA,NA,153,514,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,Max
NA,spa,SALT Narrative retell-- FOHO,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,8.86,8.15,0.88,0.9,NA,NA,NA,19.01,80.06,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,SD
NA,spa,SALT Narrative retell-- FOHO,NA,9;0 to 10;1,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,52.63,48.25,7.16,7.25,NA,NA,NA,114,346.38,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Mean
NA,spa,SALT Narrative retell-- FOHO,NA,9;0 to 10;1,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,28,24,6.44,6.47,NA,NA,NA,77,175,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Min
NA,spa,SALT Narrative retell-- FOHO,NA,9;0 to 10;1,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,63,60,8.03,8.18,NA,NA,NA,147,482,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Max
NA,spa,SALT Narrative retell-- FOHO,NA,9;0 to 10;1,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FOHO,NA,12.28,11.83,0.56,0.6,NA,NA,NA,22.89,94.96,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,SD
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,5;5 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,31.66,29.37,6.45,6.48,NA,NA,NA,69.14,191.81,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,Mean
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,5;5 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,7,6,3.7,3.8,NA,NA,NA,19,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,Min
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,5;5 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,95,93,9.67,9.8,NA,NA,NA,128,632,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,Max
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,5;5 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,10.16,9.93,1.06,1.07,NA,NA,NA,19.05,77.07,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,SD
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,6;6 to 6;9,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,35.14,33.09,6.61,6.65,NA,NA,NA,78.23,222.03,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,Mean
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,6;6 to 6;9,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,15,15,3.13,3.13,NA,NA,NA,36,50,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,Min
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,6;6 to 6;9,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,114,107,9.77,9.84,NA,NA,NA,179,701,NA,NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,Max
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,6;6 to 6;9,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,12.22,11.73,1.17,1.18,NA,NA,NA,21.51,92.5,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,SD
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,33.63,31.49,6.66,6.7,NA,NA,NA,74.68,212.39,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,Mean
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,13,7,2.88,2.88,NA,NA,NA,22,30,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,Min
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,85,81,10.35,10.61,NA,NA,NA,144,634,NA,NA,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,Max
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,10.39,10.1,1.09,1.11,NA,NA,NA,19.86,81.13,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,SD
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,38.15,36.18,7.64,7.73,NA,NA,NA,90.2,277.83,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,Mean
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,9,4,3.94,3.94,NA,NA,NA,14,26,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,Min
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,79,72,10.84,10.94,NA,NA,NA,142,538,NA,NA,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,Max
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,8.7,8.97,1.12,1.14,NA,NA,NA,19.09,81.56,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,SD
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,7;4 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,36.32,33.86,7.83,7.91,NA,NA,NA,83.86,263.91,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Mean
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,7;4 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,21,14,5.43,5.64,NA,NA,NA,42,76,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Min
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,7;4 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,66,61,11.16,11.36,NA,NA,NA,116,404,NA,NA,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Max
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,7;4 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,10.59,10.26,1.23,1.24,NA,NA,NA,18.61,75.54,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,SD
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,8;6 to 8;11,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,39.1,37.76,7.96,8.07,NA,NA,NA,96.13,300.96,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,Mean
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,8;6 to 8;11,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,12,7,5.43,5.45,NA,NA,NA,22,55,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,Min
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,8;6 to 8;11,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,90,85,10.31,10.48,NA,NA,NA,152,709,NA,NA,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,Max
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,8;6 to 8;11,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,9.74,9.61,0.97,0.99,NA,NA,NA,19.42,85.42,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,SD
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,38.91,37.41,7.77,7.87,NA,NA,NA,93.93,291.9,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,Mean
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,2,2,4.63,4.63,NA,NA,NA,8,11,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,Min
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,80,80,11.65,11.77,NA,NA,NA,156,683,NA,NA,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,Max
NA,spa,SALT Bilingual Spanish Narrative retell-- FGTD,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FGTD,NA,9.17,9.37,1.08,1.1,NA,NA,NA,19.38,84.73,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,SD
NA,spa,SALT Bilingual Spanish Narrative retell-- FOHO,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FOHO,NA,41.62,39.9,6.37,6.44,NA,NA,NA,83.62,258.04,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,Mean
NA,spa,SALT Bilingual Spanish Narrative retell-- FOHO,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FOHO,NA,7,4,3.55,3.55,NA,NA,NA,13,22,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,Min
NA,spa,SALT Bilingual Spanish Narrative retell-- FOHO,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FOHO,NA,128,116,9.14,9.18,NA,NA,NA,175,792,NA,NA,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,Max
NA,spa,SALT Bilingual Spanish Narrative retell-- FOHO,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FOHO,NA,14.11,13.82,0.89,0.9,NA,NA,NA,23.03,106.93,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,SD
NA,spa,SALT Bilingual Spanish Narrative retell-- FOHO,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FOHO,NA,38.38,36.32,6.14,6.19,NA,NA,NA,75.46,226.43,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,Mean
NA,spa,SALT Bilingual Spanish Narrative retell-- FOHO,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FOHO,NA,12,4,3.33,3.33,NA,NA,NA,13,22,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,Min
NA,spa,SALT Bilingual Spanish Narrative retell-- FOHO,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FOHO,NA,114,107,10,10.04,NA,NA,NA,159,640,NA,NA,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,Max
NA,spa,SALT Bilingual Spanish Narrative retell-- FOHO,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Bilingual Spanish Narrative retell-- FOHO,NA,12.15,12.06,0.94,0.96,NA,NA,NA,21.01,90.33,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,SD
