File_DB	Language	Corpus	Code	Age(Month)	Sex	Group	Race	SES	Role	Education	Custom_field	Design	Activity	Group...7	Total_Utts	MLU_Utts	MLU_Words	MLU_Morphemes	MLU50_Utts	MLU50_Words	MLU50_Morphemes	FREQ_types	FREQ_tokens	NDW_100	VOCD_D_optimum_average	Verbs_Utt	Word_Errors	Utt_Errors	retracing	repetition	DSS_Utts	DSS	mor_Words	*-PRESP	in	on	*-PL	*-POSS	u-cop	det:art	*-PAST	*-3S	irr-3S	u-aux	c-cop	c-aux	Total_non_zero_mors	participants	Stat
NA	eng	SALT ENNI	NA	7;6 to 8;0	NA	TD	NA	NA	NA	NA	NA	NA	Picture narrative	NA	16.27	16.12	1.07	1.2	NA	NA	NA	27.06	157.24	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	SD
NA	eng	SALT ENNI	NA	8;0 to 8;6	NA	TD	NA	NA	NA	NA	NA	NA	Picture narrative	NA	73.8	73.65	7.87	8.65	NA	NA	NA	155.65	583.05	NA	NA	1.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	Mean
NA	eng	SALT ENNI	NA	8;0 to 8;6	NA	TD	NA	NA	NA	NA	NA	NA	Picture narrative	NA	13.21	13.26	1	1.2	NA	NA	NA	20.19	147.26	NA	NA	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	SD
NA	eng	SALT ENNI	NA	8;6 to 9;0	NA	TD	NA	NA	NA	NA	NA	NA	Picture narrative	NA	79.59	79.51	8.09	8.8	NA	NA	NA	175.76	652.41	NA	NA	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	Mean
NA	eng	SALT ENNI	NA	8;6 to 9;0	NA	TD	NA	NA	NA	NA	NA	NA	Picture narrative	NA	24.14	24.17	0.98	1.08	NA	NA	NA	46.56	236.24	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	SD
NA	eng	SALT ENNI	NA	9;0 to 9;6	NA	TD	NA	NA	NA	NA	NA	NA	Picture narrative	NA	76.93	76.9	8.5	9.27	NA	NA	NA	173.37	660.37	NA	NA	1.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	Mean
NA	eng	SALT ENNI	NA	9;0 to 9;6	NA	TD	NA	NA	NA	NA	NA	NA	Picture narrative	NA	20.1	20.12	0.85	0.97	NA	NA	NA	36.55	220.33	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	SD
NA	eng	SALT ENNI	NA	9;6 to 10;0	NA	TD	NA	NA	NA	NA	NA	NA	Picture narrative	NA	78	77.92	8.08	8.97	NA	NA	NA	166.69	640.62	NA	NA	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	Mean
NA	eng	SALT ENNI	NA	9;6 to 10;0	NA	TD	NA	NA	NA	NA	NA	NA	Picture narrative	NA	26.37	26.37	1.06	1.2	NA	NA	NA	33.19	274.72	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	SD
NA	eng	SALT Narrative SSS	NA	5;2 to 5;6	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	37.03	34.25	6.2	6.85	NA	NA	NA	78.25	199.97	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	Mean
NA	eng	SALT Narrative SSS	NA	5;2 to 5;6	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	32.59	30.15	0.96	1	NA	NA	NA	47.09	168.26	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	SD
NA	eng	SALT Narrative SSS	NA	5;6 to 6;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	36.04	33.38	6.47	7.1	NA	NA	NA	75.87	209.04	NA	NA	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	Mean
NA	eng	SALT Narrative SSS	NA	5;6 to 6;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	15.86	15.09	1.54	1.61	NA	NA	NA	25.67	92.31	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	SD
NA	eng	SALT Narrative SSS	NA	6;0 to 6;6	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	32.62	30.81	6.98	7.63	NA	NA	NA	81.97	208.76	NA	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	Mean
NA	eng	SALT Narrative SSS	NA	6;0 to 6;6	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	17.55	16.59	1.33	1.45	NA	NA	NA	31.05	103.35	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	SD
NA	eng	SALT Narrative SSS	NA	6;6 to 7;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	45.8	41.67	7.09	7.73	NA	NA	NA	98.53	292.3	NA	NA	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	Mean
NA	eng	SALT Narrative SSS	NA	6;6 to 7;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	23.76	21.59	1.19	1.31	NA	NA	NA	37.86	148.84	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	SD
NA	eng	SALT Narrative SSS	NA	7;0 to 7;6	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	48.58	45.42	7.16	7.85	NA	NA	NA	108	322.84	NA	NA	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	Mean
NA	eng	SALT Narrative SSS	NA	7;0 to 7;6	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	26.76	24.39	1.04	1.13	NA	NA	NA	39.74	163.95	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	SD
NA	eng	SALT Narrative SSS	NA	7;6 to 8;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	55.79	52.26	7.74	8.5	NA	NA	NA	137.53	420.05	NA	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	Mean
NA	eng	SALT Narrative SSS	NA	7;6 to 8;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	32.61	30.01	1.54	1.7	NA	NA	NA	65.57	292.08	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	SD
NA	eng	SALT Narrative SSS	NA	8;0 to 8;6	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	77.78	70.53	8.04	8.86	NA	NA	NA	166.06	557.03	NA	NA	1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	Mean
NA	eng	SALT Narrative SSS	NA	8;0 to 8;6	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	51.03	44.95	1.44	1.59	NA	NA	NA	77.26	353.69	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	SD
NA	eng	SALT Narrative SSS	NA	8;6 to 9;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	70.35	64.78	7.91	8.75	NA	NA	NA	150	506.35	NA	NA	1.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	Mean
NA	eng	SALT Narrative SSS	NA	8;6 to 9;0	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	38.43	32.76	0.95	1.14	NA	NA	NA	66.27	262.79	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	SD
NA	eng	SALT Narrative SSS	NA	9;0 to 9;5	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	52	49.09	7.44	8.2	NA	NA	NA	106.91	358.09	NA	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	Mean
NA	eng	SALT Narrative SSS	NA	9;0 to 9;5	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	25.82	24.11	1.24	1.36	NA	NA	NA	36.23	176.93	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	SD
NA	eng	SALT Narrative SSS	NA	10;9 to 11;4	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	52.44	48.89	8.37	9.42	NA	NA	NA	139.52	436.63	NA	NA	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	Mean
NA	eng	SALT Narrative SSS	NA	10;9 to 11;4	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	48.08	44.42	1.45	1.68	NA	NA	NA	104.1	445.31	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	SD
NA	eng	SALT Narrative SSS	NA	12;9 to 13;3	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	60.7	56.04	8.45	9.37	NA	NA	NA	142.44	463.59	NA	NA	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	Mean
NA	eng	SALT Narrative SSS	NA	12;9 to 13;3	NA	TD	NA	NA	NA	NA	NA	NA	Narration	NA	52.76	49.02	1.96	2.16	NA	NA	NA	76.19	399.21	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	SD
NA	eng	SALT TNL2 Narrative Samples	NA	4;0 to 5;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	22.51	15.93	5.7	6.32	NA	NA	NA	48.6	94.72	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	Mean
NA	eng	SALT TNL2 Narrative Samples	NA	4;0 to 5;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	13.51	11.59	1.29	1.41	NA	NA	NA	29.96	73.96	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	SD
NA	eng	SALT TNL2 Narrative Samples	NA	5;0 to 6;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	26.5	20	5.98	6.61	NA	NA	NA	60.58	128.23	NA	NA	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	Mean
NA	eng	SALT TNL2 Narrative Samples	NA	5;0 to 6;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	19.82	14.52	1.29	1.4	NA	NA	NA	35.93	108.74	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	SD
NA	eng	SALT TNL2 Narrative Samples	NA	6;0 to 7;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	30.05	25.96	6.62	7.27	NA	NA	NA	80.84	177.32	NA	NA	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	Mean
NA	eng	SALT TNL2 Narrative Samples	NA	6;0 to 7;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	15.71	15.21	1.27	1.42	NA	NA	NA	37.83	112.59	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	SD
NA	eng	SALT TNL2 Narrative Samples	NA	7;0 to 8;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	34.45	31.02	7.19	7.9	NA	NA	NA	99.02	225.82	NA	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	114	Mean
NA	eng	SALT TNL2 Narrative Samples	NA	7;0 to 8;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	15.97	15.72	1.08	1.15	NA	NA	NA	35.3	121.89	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	114	SD
NA	eng	SALT TNL2 Narrative Samples	NA	8;0 to 9;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	40.25	36.91	7.54	8.28	NA	NA	NA	117.56	278.5	NA	NA	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130	Mean
NA	eng	SALT TNL2 Narrative Samples	NA	8;0 to 9;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	14.55	13.98	0.95	1	NA	NA	NA	31.51	107.05	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130	SD
NA	eng	SALT TNL2 Narrative Samples	NA	9;0 to 10;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	40.44	37.37	7.86	8.63	NA	NA	NA	125.69	296.17	NA	NA	1.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137	Mean
NA	eng	SALT TNL2 Narrative Samples	NA	9;0 to 10;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	11.85	11.69	1.03	1.14	NA	NA	NA	33.75	104.74	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137	SD
NA	eng	SALT TNL2 Narrative Samples	NA	10;0 to 11;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	45.59	42.76	8.34	9.15	NA	NA	NA	146.35	354.77	NA	NA	1.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	121	Mean
NA	eng	SALT TNL2 Narrative Samples	NA	10;0 to 11;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	15.21	14.22	1.14	1.27	NA	NA	NA	36.77	117.63	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	121	SD
NA	eng	SALT TNL2 Narrative Samples	NA	11;0 to 12;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	46.41	43.38	8.33	9.13	NA	NA	NA	145.48	355.41	NA	NA	1.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	Mean
NA	eng	SALT TNL2 Narrative Samples	NA	11;0 to 12;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	18.21	16.87	1.11	1.24	NA	NA	NA	35.46	120.71	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	SD
NA	eng	SALT TNL2 Narrative Samples	NA	12;0 to 13;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	52.55	49.67	8.72	9.61	NA	NA	NA	168.7	423.42	NA	NA	1.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	Mean
NA	eng	SALT TNL2 Narrative Samples	NA	12;0 to 13;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	22.35	22.83	1.29	1.43	NA	NA	NA	45.75	176.75	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	SD
NA	eng	SALT TNL2 Narrative Samples	NA	13;0 to 14;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	45.68	43.13	8.52	9.41	NA	NA	NA	157.71	367.68	NA	NA	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	Mean
NA	eng	SALT TNL2 Narrative Samples	NA	13;0 to 14;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	15.01	14.95	1.09	1.2	NA	NA	NA	45.7	134.55	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	SD
NA	eng	SALT TNL2 Narrative Samples	NA	14;0 to 14;11	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	50.06	47.44	8.81	9.86	NA	NA	NA	169.22	411.61	NA	NA	1.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	Mean
NA	eng	SALT TNL2 Narrative Samples	NA	14;0 to 14;11	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	21.35	21.44	0.86	0.95	NA	NA	NA	49.11	168.64	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	SD
NA	eng	SALT TNL Narrative Samples	NA	5;0 to 6;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	29.75	25.42	6.66	7.29	NA	NA	NA	84.42	175.13	NA	NA	1.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	Mean
NA	eng	SALT TNL Narrative Samples	NA	5;0 to 6;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	10.86	9.84	1.21	1.27	NA	NA	NA	30.48	86.98	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	SD
NA	eng	SALT TNL Narrative Samples	NA	6;0 to 7;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	31.43	27.68	7.18	7.87	NA	NA	NA	93.78	203.47	NA	NA	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	108	Mean
NA	eng	SALT TNL Narrative Samples	NA	6;0 to 7;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	12.9	12.25	1.28	1.36	NA	NA	NA	35.49	103.92	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	108	SD
NA	eng	SALT TNL Narrative Samples	NA	7;0 to 8;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	37.28	34.26	7.86	8.61	NA	NA	NA	119.47	274.31	NA	NA	1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	Mean
NA	eng	SALT TNL Narrative Samples	NA	7;0 to 8;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	17.01	16.29	1.27	1.37	NA	NA	NA	45.53	144.32	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112	SD
NA	eng	SALT TNL Narrative Samples	NA	8;0 to 9;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	44.47	41.36	8.06	8.81	NA	NA	NA	138.89	335.53	NA	NA	1.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109	Mean
NA	eng	SALT TNL Narrative Samples	NA	8;0 to 9;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	21.16	20.16	1.14	1.24	NA	NA	NA	45.68	168.73	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109	SD
NA	eng	SALT TNL Narrative Samples	NA	9;0 to 10;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	50.76	47.04	8.3	9.09	NA	NA	NA	154.37	381	NA	NA	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49	Mean
NA	eng	SALT TNL Narrative Samples	NA	9;0 to 10;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	21.55	18.66	1.3	1.45	NA	NA	NA	34.19	132.55	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49	SD
NA	eng	SALT TNL Narrative Samples	NA	10;0 to 11;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	50.53	48.66	8.93	9.8	NA	NA	NA	166.23	430.75	NA	NA	1.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53	Mean
NA	eng	SALT TNL Narrative Samples	NA	10;0 to 11;0	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	26.98	26.9	1.49	1.64	NA	NA	NA	52.47	216.2	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53	SD
NA	eng	SALT TNL Narrative Samples	NA	11;0 to 11;11	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	45.94	44.02	8.82	9.66	NA	NA	NA	158.96	382.75	NA	NA	1.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	Mean
NA	eng	SALT TNL Narrative Samples	NA	11;0 to 11;11	NA	TD	NA	NA	NA	NA	NA	NA	Narrative retell and picture narrative	NA	13.65	13.38	1.29	1.43	NA	NA	NA	32.83	109.39	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	SD
NA	eng	SALT Play	NA	2;8 to 3;0	NA	TD	NA	NA	NA	NA	NA	NA	Play	NA	169	147	3.03	3.29	NA	NA	NA	126.44	442	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	Mean
NA	eng	SALT Play	NA	2;8 to 3;0	NA	TD	NA	NA	NA	NA	NA	NA	Play	NA	83.34	68.95	0.35	0.39	NA	NA	NA	30.23	204.3	NA	NA	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	SD
NA	eng	SALT Play	NA	3;0 to 3;5	NA	TD	NA	NA	NA	NA	NA	NA	Play	NA	132.7	116.48	3.23	3.54	NA	NA	NA	126.26	377.04	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	Mean
NA	eng	SALT Play	NA	3;0 to 3;5	NA	TD	NA	NA	NA	NA	NA	NA	Play	NA	51.93	41.36	0.41	0.46	NA	NA	NA	23.93	141.89	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	SD
NA	eng	SALT Play	NA	3;9 to 4;0	NA	TD	NA	NA	NA	NA	NA	NA	Play	NA	182.43	159.71	3.39	3.74	NA	NA	NA	158.71	546.21	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	Mean
NA	eng	SALT Play	NA	3;9 to 4;0	NA	TD	NA	NA	NA	NA	NA	NA	Play	NA	61.19	50.73	0.57	0.65	NA	NA	NA	39.96	212.59	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	SD
NA	eng	SALT Play	NA	4;0 to 4;4	NA	TD	NA	NA	NA	NA	NA	NA	Play	NA	139.07	124.53	3.47	3.82	NA	NA	NA	137.73	426.73	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	Mean
NA	eng	SALT Play	NA	4;0 to 4;4	NA	TD	NA	NA	NA	NA	NA	NA	Play	NA	64.72	58.83	0.63	0.75	NA	NA	NA	37.07	197.75	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	SD
NA	eng	SALT Play	NA	5;4 to 5;8	NA	TD	NA	NA	NA	NA	NA	NA	Play	NA	132.8	120.67	4.54	4.97	NA	NA	NA	152.73	561.47	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	Mean
NA	eng	SALT Play	NA	5;4 to 5;8	NA	TD	NA	NA	NA	NA	NA	NA	Play	NA	60.26	54.95	0.8	0.85	NA	NA	NA	51.52	298.17	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	SD
