Tran1
Transcript Cut: 15 Utterances,,,,,,,
TRANSCRIPT INFORMATION
Speaker: Child
Sample Date: 7/19/2001
Current Age: 3;0
Context: ,,,,DATABASE INFORMATION
Database: NZ-AU Conversation
78 database samples
Context: Conversation
SD Interval: 1.0,,,
STANDARD MEASURES REPORT,,,,,,,
Compared to 78 Samples Matched by Age,,,,,,,
LANGUAGE MEASURE,Child,,,DATABASE,,,
,Score,+/-SD,,Mean,Min,Max,SD
,,,,,,,
        Current Age (3;0),3.00 **,-25.90,,7.27,7.00,7.50,0.16
TRANSCRIPT LENGTH,,,,,,,
        Total Utterances,0 **,-3.37,,94.53,44,164,28.04
        C&I Verbal Utts,0 **,-3.29,,87.83,41,160,26.71
        All Words Including Mazes,0 **,-2.93,,541.10,154,1015,184.98
        Elapsed Time,---,,,8.13,3.48,14.00,2.33
INTELLIGIBILITY,,,,,,,
        % Intelligible Utterances,0.0% **,-28.63,,97.28,83.95,100.00,3.40
        % Intelligible Words,0.0% **,-97.14,,99.32,95.52,100.00,1.02
SYNTAX/MORPHOLOGY,,,,,,,
        MLU in Words,0.00 **,-4.83,,5.40,3.05,8.62,1.12
        MLU in Morphemes,0.00 **,-4.90,,6.04,3.34,9.53,1.23
        % Utterances with Verbs,0.0% **,-6.23,,71.38,38.36,95.08,11.46
        Mean Verbs per Utterance,0.00 **,-4.46,,1.01,0.49,1.59,0.23
SEMANTICS,,,,,,,
        Number Total Words (NTW),0 **,-2.93,,471.54,133,863,160.86
        Number Different Words (NDW),0 **,-4.42,,179.49,80,256,40.57
        Moving-Average NTW,---,,,0.00,0,0,0.00
        Moving-Average NDW,---,,,0.00,0,0,0.00
        Moving-Average Type-Token Ratio (TTR),---,,,,,,
DISCOURSE,,,,,,,
        Mean Turn Length (utterances),0.00 **,-3.81,,1.80,1.10,3.57,0.47
        Mean Turn Length (words),0.00 **,-2.63,,9.64,3.33,20.51,3.66
        % Responses to Questions,---,,,81.77,44.62,100.00,13.01
        % Responses to Intonation Prompts,---,,,94.65,39.13,200.00,24.71
        % Utts with Overlapping Speech,0.0%,-0.99,,2.98,0.00,18.57,3.02
        % Utts Interrupted Other Speaker,0.0%,-0.59,,0.64,0.00,4.08,1.08
VERBAL FACILITY,,,,,,,
        Words per Minute,---,,,68.69,24.81,126.61,20.54
        Pause Time as % of Total Time,---,,,2.92,0.00,18.41,4.22
        Maze Words as % of Total Words,0.0% **,-2.37,,9.36,3.26,26.89,3.95
        % Abandoned Utterances,0.0%,-0.80,,1.92,0.00,10.53,2.40
ERRORS,,,,,,,
        % Utterances with Errors,0.0% *,-1.39,,4.63,0.00,13.70,3.32
        % Word Errors,0.0% *,-1.19,,0.67,0.00,2.99,0.56
,,,,,,,
* At least 1 SD (** 2 SD) from the database mean
Italicized measures count occurrences and can be significantly affected by the different sample lengths.
Measures based on C&I Verbal Utts: Syntax/Morphology and Semantics sections
All other measures based on total utterances
Database selection criteria: Age 7;0 - 7;6,,,,,,,
